Timestamp,BitcoinPrice,XrpPrice,EthPrice,DogePrice,CardanoPrice,LitecoinPrice,BnbPrice,PolkadotPrice
2025-02-19 13:43:14,96266.54,2.5755,2725.39,0.25385,0.7699,136.18,658.41,4.808
